id,state,abbrev,county,Population2020,BuildingValue,Areasqmi,NationalRiskIndexValueComposite,NationalRiskIndexScoreComposite,NationalRiskIndexRatingComposite,ExpectedAnnualLossScoreComposite,ExpectedAnnualLossRatingComposite,ExpectedAnnualLossTotalComposite,ExpectedAnnualLossBuildingValueComposite,ExpectedAnnualLossPopulationComposite,ExpectedAnnualLossPopulationEquivalenceComposite,SocialVulnerabilityScore,SocialVulnerabilityRating,CommunityResilienceScore,CommunityResilienceRating,CommunityResilienceValue,CommunityRiskFactorValue,AvalancheHistoricLossRatioTotalRating,AvalancheExpectedAnnualLossRating,AvalancheHazardTypeRiskIndexRating,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,EarthquakeExposureImpactedAreasqmi,EarthquakeExposureBuildingValue,EarthquakeExposurePopulation,EarthquakeExposurePopulationEquivalence,EarthquakeExposureTotal,EarthquakeHistoricLossRatioBuildings,EarthquakeHistoricLossRatioTotalRating,EarthquakeExpectedAnnualLossBuildingValue,EarthquakeExpectedAnnualLossPopulationEquivalence,EarthquakeExpectedAnnualLossTotal,EarthquakeExpectedAnnualLossScore,EarthquakeExpectedAnnualLossRating,EarthquakeHazardTypeRiskIndexValue,EarthquakeHazardTypeRiskIndexScore,EarthquakeHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposurePopulationEquivalence,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossPopulationEquivalence,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposurePopulationEquivalence,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossPopulationEquivalence,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposurePopulationEquivalence,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossPopulationEquivalence,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposurePopulationEquivalence,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossPopulationEquivalence,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposurePopulationEquivalence,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossPopulationEquivalence,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WildfireExposureImpactedAreasqmi,WildfireExposureBuildingValue,WildfireExposurePopulation,WildfireExposurePopulationEquivalence,WildfireExposureTotal,WildfireHistoricLossRatioTotalRating,WildfireExpectedAnnualLossBuildingValue,WildfireExpectedAnnualLossPopulationEquivalence,WildfireExpectedAnnualLossTotal,WildfireExpectedAnnualLossScore,WildfireExpectedAnnualLossRating,WildfireHazardTypeRiskIndexValue,WildfireHazardTypeRiskIndexScore,WildfireHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposurePopulationEquivalence,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossPopulationEquivalence,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
213,South Dakota,SD,Lawrence,25743,6486102785,808.39,9436292.128,62.902,Relatively Low,63.572,Relatively Low,8497979.523,5521013.474,0.252,2919155.216,33.8,Relatively Low,51.94,Relatively Moderate,2.605,1.11,Not Applicable,Not Applicable,Not Applicable,808.39,Relatively Low,Relatively High,Relatively High,808.39,Very Low,Very Low,Very Low,808.39,6486002000,25768,299000000000,305000000000,0.013,Very Low,13788.7,2776.178,16564.878,22.656,Very Low,18603.156,22.717,Very Low,216,6.344,808.39,6486102785,25743,299000000000,305000000000,Relatively Moderate,982242.659,132440.959,1125260.741,90.85,Relatively Moderate,1258733.216,90.741,Relatively Moderate,808.39,No Rating,No Expected Annual Losses,No Rating,0.015,808.39,6486102785,25743,299000000000,305000000000,Relatively Moderate,1774.369,6209.405,7983.774,18.688,Very Low,8863.887,17.322,Very Low,Very Low,Relatively Moderate,Relatively Moderate,674,30.634,808.39,6486102785,25743,299000000000,305000000000,Very High,717.561,360905.555,361623.115,83.88,Relatively Moderate,400784.494,83.398,Relatively Moderate,Very Low,Relatively Low,Relatively Low,91,2.67,808.39,6486102785,25743,299000000000,305000000000,Relatively High,1121805.035,437907.646,1564949.79,89.888,Relatively High,1747248.604,90.073,Relatively High,0.16,808.39,6486102785,25743,299000000000,305000000000,Relatively Moderate,359126.642,351543.468,710973.478,42.432,Relatively Low,789405.491,38.976,Relatively Low,15.777,1679332668,5940.9,68914440030,70600991524,Relatively Moderate,2560110.164,219194.868,2779507.376,93.796,Relatively Moderate,3057243.203,93.573,Relatively Moderate,151.577,9.386,808.39,6486102785,25743,299000000000,305000000000,Relatively Low,274942.743,5073.485,280021.779,87.372,Relatively High,315068.735,86.669,Relatively High
214,South Dakota,SD,Lincoln,65123,19509219162,583.581,24801216.37,83.423,Relatively Moderate,87.156,Relatively Moderate,29815862.83,14124807.17,1.251,14515352.7,3.95,Very Low,98.54,Very High,2.871,0.832,Not Applicable,Not Applicable,Not Applicable,583.581,Relatively Low,Very High,Very High,583.581,Very Low,Relatively Low,Relatively Low,583.581,19509094000,65161,756000000000,775000000000,0.01,Very Low,31951,5426.694,37377.694,31.167,Very Low,31592.787,27.871,Very Low,231,6.792,583.581,19509219162,65123,755000000000,775000000000,Relatively Moderate,2880144.136,191528.949,3111425.367,96.898,Relatively High,2586021.87,95.896,Relatively Moderate,583.581,Very Low,Relatively Low,Relatively Low,1.094,583.581,19490205345,65075.675,755000000000,774000000000,Relatively Low,32563.858,538307.534,570871.392,90.406,Relatively High,469584.24,86.542,Relatively High,Relatively Low,Relatively Low,Relatively Low,712,32.319,583.581,19509219162,65123,755000000000,775000000000,Relatively Moderate,28199.414,211569.376,239768.79,76.673,Relatively Moderate,197234.582,68.855,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,137,4.008,583.581,19509219162,65123,755000000000,775000000000,Relatively Moderate,2209908.292,206615.778,2422597.232,94.758,Relatively High,2012056.648,91.982,Relatively High,0.504,583.581,19509219162,65123,755000000000,775000000000,Relatively High,6008364.789,9362357.815,15380801.03,96.65,Relatively High,12778563.25,95.355,Relatively High,15.462,1366004372,4104.321,47610125757,48985816488,Relatively Moderate,60127.082,12650.395,72797.313,60.452,Very Low,59327.399,55.934,Very Low,77,4.768,583.581,19509212885,65122.988,755000000000,775000000000,Relatively High,2537401.604,57721.131,2595281.417,99.629,Very High,2152360.147,99.427,Very High
215,South Dakota,SD,Lyman,3715,968569646,1724.112,1622012.658,10.245,Very Low,11.483,Very Low,1493177.488,660578.731,0.052,603630.514,77.08,Relatively High,33.07,Relatively Low,2.529,1.086,Not Applicable,Not Applicable,Not Applicable,1724.112,Relatively Low,Relatively Moderate,Relatively Moderate,1724.112,Very Low,Very Low,Very Low,1724.112,968549000,3718,43128800000,44097349000,0.015,Very Low,3121.3,573.639,3694.939,8.945,Very Low,3635.603,7.922,Very Low,135,3.969,1724.112,968569646,3715,43094000000,44173827458,Relatively High,132091.283,18740.088,230054.704,69.82,Relatively Low,227223.532,65.542,Relatively Low,1724.112,Relatively Low,Relatively Low,Relatively Low,0.377,1724.112,968569646,3715,43094000000,44062569646,Relatively High,51682.27,19366.722,71048.992,54.164,Relatively Low,71741.043,51.532,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,669,30.377,1724.112,968569646,3715,43094000000,44062569646,Relatively High,2378.829,25282.952,27661.782,18.404,Very Low,34359.399,19.305,Very Low,Relatively Low,Very Low,Very Low,93,2.723,1724.112,968569646,3715,43094000000,44173827458,Relatively High,178671.02,84809.071,266233.172,45.533,Relatively Low,284093.711,40.216,Relatively Low,0.626,1724.112,968569646,3715,43094000000,44173827458,Relatively Low,106143.244,150960.663,261762.114,25.713,Very Low,304490.362,23.513,Very Low,66.295,209383551.5,609.648,7071918929,7297272422,Relatively High,61670.449,8944.984,71079.215,59.847,Very Low,76307.052,59.593,Very Low,97,6.006,1724.112,968569646,3715,43094000000,44173827458,Relatively High,114612.504,53263.768,167970.953,79.078,Relatively Moderate,179628.306,77.315,Relatively Moderate
216,South Dakota,SD,McCook,5682,11960864252,582.691,11591806.85,69.106,Relatively Low,70.597,Relatively Low,11471186.01,9278993.161,0.117,1361400.399,7.92,Very Low,88.7,Very High,2.759,1.011,Not Applicable,Not Applicable,Not Applicable,582.691,Relatively Low,Relatively High,Relatively High,582.691,Very Low,Very Low,Very Low,582.691,11960843000,5682,65911200000,77872043000,0.008,Relatively Moderate,17866.8,870.662,18737.462,23.894,Very Low,18943.956,22.972,Very Low,212,6.217,582.691,11960864252,5682,65911200000,78096851482,Relatively High,423789.911,15757.719,826997.393,88.151,Relatively Moderate,837458.842,86.669,Relatively Moderate,582.691,Very Low,Relatively Low,Relatively Low,0.696,582.691,11960864252,5682,65911200000,77872064252,Relatively High,137052.485,95414.731,232467.216,78.648,Relatively Moderate,235232.184,76.549,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,740,33.63,582.691,11960864252,5682,65911200000,77872064252,Relatively High,38910.609,17185.023,56095.632,35.811,Relatively Low,57049.957,30.245,Relatively Low,Relatively Low,Relatively Low,Relatively Low,124,3.629,582.691,11960864252,5682,65911200000,78096851482,Very High,4011721.179,125236.175,4142212.698,98.015,Relatively High,4177018.982,97.582,Relatively High,0.43,582.691,11960864252,5682,65911200000,78096851482,Relatively High,2683485.069,576889.603,3267558.823,80.955,Relatively Moderate,3295912.883,76.869,Relatively Moderate,31.988,1344042783,508.825,5902368982,7262951304,Very High,47133.958,1891.157,49067.066,53.929,Very Low,49326.242,53.07,Very Low,83,5.139,582.691,11960864252,5682,65911200000,78096851482,Very High,1738392.684,117849.909,1856406.279,99.35,Very High,1874992.224,99.109,Very High
217,South Dakota,SD,McPherson,2411,1261562474,1163.161,1958968.298,13.522,Very Low,15.785,Very Low,1901853.792,674864.351,0.04,459059.431,11.14,Very Low,58.24,Relatively Moderate,2.629,1.03,Not Applicable,Not Applicable,Not Applicable,1163.161,Relatively Low,Relatively High,Relatively High,1163.161,Very Low,Very Low,Very Low,1163.161,1261550000,2411,27967600000,29229150000,0.012,Relatively Low,1337.7,164.689,1502.389,4.488,Very Low,1547.507,4.136,Very Low,127,3.719,1163.161,1261562474,2411,27967600000,29389974230,Very High,99960.346,9482.356,303537.88,75.186,Relatively Low,312653.416,72.001,Relatively Low,1163.161,Relatively Low,Relatively Low,Relatively Low,0.507,1163.161,1261562474,2411,27967600000,29229162474,Relatively High,28019.427,16636.334,44655.761,45.536,Relatively Low,45996.817,43.238,Relatively Low,Relatively High,Relatively Low,Relatively Low,552,25.067,1163.161,1261562474,2411,27967600000,29229162474,Relatively High,3086.214,19038.159,22124.372,15.122,Very Low,22788.789,13.16,Very Low,Relatively High,Very Low,Very Low,81,2.363,1163.161,1261562474,2411,27967600000,29389974230,Relatively High,145713.207,46805.408,217630.97,39.206,Relatively Low,224166.638,33.726,Relatively Low,0.474,1163.161,1261562474,2411,27967600000,29389974230,Relatively Moderate,146248.795,65959.638,217985.449,23.542,Very Low,224531.763,20.076,Very Low,152.805,292305709,561.703,6515759674,6859441937,Relatively High,126592.853,4022.932,131472.817,67.897,Relatively Low,135421.072,66.338,Relatively Low,89,5.511,1163.161,1261562474,2411,27967600000,29389974230,Very High,115208.042,50469.044,165805.66,78.706,Relatively Moderate,170784.964,76.328,Relatively Moderate
218,South Dakota,SD,Marshall,4275,2463687140,895.171,4672820.002,39.516,Very Low,40.761,Very Low,4278806.124,1524884.634,0.077,888469.259,11.2,Very Low,67.06,Relatively High,2.663,1.092,Not Applicable,Not Applicable,Not Applicable,895.171,Relatively Low,Relatively High,Relatively High,895.171,No Rating,No Expected Annual Losses,No Rating,895.171,2463672000,4306,49949600000,52413272000,0.012,Relatively Low,2927.7,562.696,3490.396,8.387,Very Low,3811.809,8.177,Very Low,144,4.21,895.171,2463687140,4275,49590000000,52364177912,Very High,215045.437,18965.025,701626.037,86.445,Relatively Moderate,766235.273,85.905,Relatively Moderate,895.171,Relatively Low,Relatively Low,Relatively Low,0.354,895.171,2463687140,4275,49590000000,52053687140,Relatively High,59954.448,20864.89,80819.338,56.629,Relatively Low,88261.587,55.73,Relatively Low,Relatively High,Relatively Low,Very Low,759,34.496,895.171,2463687140,4275,49590000000,52053687140,Relatively High,10329.958,17369.959,27699.917,18.436,Very Low,30250.664,17.278,Very Low,Relatively Moderate,Very Low,Very Low,96,2.805,895.171,2463687140,4275,49590000000,52364177912,Relatively High,165893.375,98880.793,464456.926,62.965,Relatively Moderate,507226.443,59.275,Relatively Low,0.461,895.171,2463687140,4275,49590000000,52364177912,Relatively Moderate,352893.662,157135.166,520570.132,36.011,Relatively Low,568506.834,32.644,Relatively Low,80.859,530517372.5,909.25,10547297627,11154486484,Relatively High,313783.172,9122.952,324097.758,77.442,Relatively Low,353942.302,76.169,Relatively Low,135,8.359,895.171,2463687140,4275,49590000000,52364177912,Very High,341274.117,102464.027,444114.7,91.767,Relatively High,485011.004,91.505,Relatively High
219,South Dakota,SD,Meade,29730,8319546366,3517.964,12641674.76,71.333,Relatively Low,73.104,Relatively Low,12879311.47,9483629.658,0.258,2992762.892,19,Very Low,49.4,Relatively Moderate,2.595,0.982,Not Applicable,Not Applicable,Not Applicable,3517.964,Very Low,Relatively High,Relatively High,3517.964,Very Low,Very Low,Very Low,3517.964,8319470000,29852,346000000000,355000000000,0.022,Relatively Low,20791.6,2912.539,23704.139,25.843,Very Low,23525.191,25.072,Very Low,178,5.216,3517.964,8319546366,29730,345000000000,353000000000,Relatively Moderate,573715.907,96384.677,759020.539,87.159,Relatively Moderate,769388.166,86.001,Relatively Moderate,3517.964,Relatively Low,Very Low,Very Low,0.257,3517.964,8319546366,29730,345000000000,353000000000,Relatively Moderate,9333.493,76188.492,85521.985,57.861,Relatively Low,86304.043,55.197,Relatively Low,Very Low,Relatively Low,Relatively Low,605,27.49,3517.964,8319546366,29730,345000000000,353000000000,Relatively High,23484.671,189484.85,212969.521,74.582,Relatively Moderate,221148.628,71.911,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,103,3.001,3517.964,8319546366,29730,345000000000,353000000000,Relatively Low,301922.433,129363.308,495933.808,65.043,Relatively Moderate,503688.838,59.02,Relatively Low,0.676,3517.964,8319546366,29730,345000000000,353000000000,Relatively Low,453893.423,315499.928,772704.434,44.51,Relatively Low,800299.574,39.548,Relatively Low,292.606,2943260429,8408.496,97538551003,101000000000,Relatively High,7101515.267,448869.854,7552187.001,97.296,Relatively High,7104235.453,96.85,Relatively High,76.185,4.717,3517.964,8319546366,29730,345000000000,353000000000,Relatively Moderate,416889.812,3154.179,420072.789,91.303,Relatively High,427037.964,90.073,Relatively High
220,South Dakota,SD,Mellette,1879,795258582,1324.119,1857492.312,12.345,Very Low,6.561,Very Low,999542.487,627035.196,0.025,295177.449,84.63,Very High,0.57,Very Low,2.216,1.858,Not Applicable,Not Applicable,Not Applicable,1324.119,Relatively Low,Relatively Moderate,Relatively Moderate,1324.119,Very Low,Very Low,Very Low,1324.119,795250000,1918,22248800000,23044050000,0.014,Relatively Low,2095.5,396.35,2491.85,6.469,Very Low,4630.711,9.863,Very Low,121,3.55,1324.119,795258582,1879,21796400000,22643741625,Relatively High,61613.577,6338.665,70978.197,45.813,Relatively Low,131901.802,54.598,Relatively Low,1324.119,Relatively Low,Relatively Low,Relatively Low,0.308,1324.119,795258582,1879,21796400000,22591658582,Relatively High,30504.474,7478.326,37982.8,42.572,Relatively Low,70585.053,51.233,Relatively Low,Relatively High,Relatively Low,Relatively Low,690,31.337,1324.119,795258582,1879,21796400000,22591658582,Relatively High,1947.155,12408.123,14355.278,9.009,Very Low,26677.024,15.154,Very Low,No Rating,No Expected Annual Losses,No Rating,91,2.657,1324.119,795258582,1879,21796400000,22643741625,Very High,173917.529,54875.717,230028.996,40.726,Relatively Low,427472.665,53.198,Relatively Low,0.37,1324.119,795258582,1879,21796400000,22643741625,Relatively Moderate,62017.252,51358.297,115164.955,16.749,Very Low,214015.934,19.504,Very Low,32.793,354099685,765.607,8881040684,9251816751,Relatively High,182459.97,23050.352,206458.392,72.606,Relatively Low,383670.411,77.06,Relatively Low,86,5.325,1324.119,795258582,1879,21796400000,22643741625,Relatively High,107549.636,1415.247,109004.179,70.164,Relatively Moderate,202567.102,79.574,Relatively Moderate
221,South Dakota,SD,Miner,2298,1888808552,577.696,2474986.259,18.136,Very Low,20.582,Very Low,2302960.854,1197466.47,0.05,576589.844,15.25,Very Low,97.42,Very High,2.839,1.075,Not Applicable,Not Applicable,Not Applicable,577.696,Relatively Low,Relatively High,Relatively High,577.696,Very Low,Very Low,Very Low,577.696,1888798000,2298,26656800000,28545598000,0.014,Relatively Moderate,6358,996.102,7354.102,14.701,Very Low,7903.435,14.413,Very Low,192,5.646,577.696,1888808552,2298,26656800000,28690186915,Relatively High,103928.51,5823.544,336904.409,76.954,Relatively Low,362070.325,74.897,Relatively Low,577.696,Very Low,Very Low,Very Low,0.56,577.696,1888808552,2298,26656800000,28545608552,Very High,161632.346,42473.418,204105.763,76.749,Relatively Moderate,219351.953,75.25,Relatively Moderate,No Rating,No Expected Annual Losses,No Rating,796,36.151,577.696,1888808552,2298,26656800000,28545608552,Relatively Moderate,6060.175,8042.036,14102.211,8.816,Very Low,15155.611,7.883,Very Low,Relatively Low,Very Low,Very Low,117,3.437,577.696,1888808552,2298,26656800000,28690186915,Very High,360661.539,83811.416,447678.635,61.6,Relatively Moderate,481119.107,57.461,Relatively Low,0.385,577.696,1888808552,2298,26656800000,28690186915,Relatively High,449054.745,195107.74,648109.433,40.074,Relatively Low,696521.584,36.207,Relatively Low,69.125,273751673.7,222.84,2584940368,2878762535,Very High,29670.101,1607.647,31372.725,46.898,Very Low,33716.189,46.898,Very Low,96,5.944,577.696,1888808552,2298,26656800000,28690186915,Relatively High,66531.212,36661.629,103314.61,68.926,Relatively Moderate,111031.953,66.338,Relatively Moderate
222,South Dakota,SD,Minnehaha,196891,37335471141,822.077,62966274.77,92.587,Relatively Moderate,93.191,Relatively Moderate,61836980.77,17570824.23,3.642,42248261.44,40.13,Relatively Moderate,93.13,Very High,2.79,1.018,Not Applicable,Not Applicable,Not Applicable,822.077,Relatively Low,Very High,Very High,822.077,Very Low,Relatively Low,Very Low,822.077,37334924000,197214,2290000000000,2330000000000,0.013,Very Low,65652.6,17391.224,83043.824,41.999,Very Low,90226.736,41.075,Very Low,214,6.269,822.077,37335471141,196891,2280000000000,2320000000000,Relatively Moderate,5310023.339,94751.83,5692886.959,98.387,Relatively High,5947478.791,98.25,Relatively High,822.077,Very Low,Relatively Moderate,Relatively Moderate,1.114,822.077,37330747928,196839.73,2280000000000,2320000000000,Very Low,18115.304,214982.352,233097.655,78.814,Relatively Moderate,238985.528,76.749,Relatively Moderate,Very Low,Relatively Low,Relatively Low,780,35.452,822.077,37335471141,196891,2280000000000,2320000000000,Very Low,21500.851,168357.092,189857.943,72.49,Relatively Moderate,193667.355,68.436,Relatively Low,Relatively Low,Relatively High,Relatively Moderate,130,3.811,822.077,37335471141,196891,2280000000000,2320000000000,Very Low,1007013.719,360226.776,1373079.263,88.151,Relatively High,1433875.965,87.369,Relatively Moderate,0.699,822.077,37335471141,196891,2280000000000,2320000000000,Relatively Moderate,7417242.868,24324598.28,31752683.41,98.883,Relatively High,32555944.04,98.696,Relatively High,41.326,1898431840,11103.204,129000000000,131000000000,Relatively Low,71347.403,28576.844,99977.7,64.079,Relatively Low,93503.322,62.265,Very Low,77,4.768,822.077,37335468889,196890.973,2280000000000,2320000000000,Relatively Moderate,2033860.055,647030.681,2681087.402,99.66,Very High,2804220.809,99.586,Very High
223,South Dakota,SD,Moody,6336,3337203669,526.062,6841266.462,53.293,Relatively Low,55.463,Relatively Low,6498086.701,2924814.928,0.176,2046964.369,27.31,Relatively Low,74.35,Relatively High,2.69,1.053,Not Applicable,Not Applicable,Not Applicable,526.062,Relatively Low,Relatively High,Relatively High,526.062,Very Low,Very Low,Very Low,526.062,3337178000,6336,73497600000,76834778000,0.01,Relatively Low,4694.2,783.69,5477.89,11.947,Very Low,5494.226,11.231,Very Low,195,5.706,526.062,3337203669,6336,73497600000,77082694577,Relatively High,357321.548,16118.511,697384.801,86.383,Relatively Moderate,690121.438,84.569,Relatively Moderate,526.062,Very Low,Relatively Low,Very Low,0.882,526.062,3337202917,6335.997,73497569669,76834772586,Relatively High,45768.799,142513.486,188282.285,75.25,Relatively Moderate,211707.719,74.384,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,777,35.311,526.062,3337203669,6336,73497600000,76834803669,Relatively Moderate,12892.685,20391.157,33283.842,22.362,Very Low,35908.426,20.174,Very Low,Relatively Low,Relatively Low,Relatively Low,120,3.529,526.062,3337203669,6336,73497600000,77082694577,Very High,1199892.439,174013.314,1379545.123,88.275,Relatively High,1413110.978,86.923,Relatively Moderate,0.415,526.062,3337203669,6336,73497600000,77082694577,Relatively High,963682.698,736207.321,1708384.36,66.873,Relatively Low,1818947.208,62.838,Relatively Low,35.383,457623746.5,649.905,7538901734,8024175655,Relatively High,19068.565,2207.952,21362.375,40.566,Very Low,24191.877,41.394,Very Low,94,5.82,526.062,3337202917,6335.997,73497569669,77082663494,Relatively High,209095.125,36643.827,245943.385,85.763,Relatively High,251926.789,83.296,Relatively Moderate
224,South Dakota,SD,Oglala Lakota,13666,1277000684,2117.516,7679511.819,57.047,Relatively Low,37.728,Very Low,3921429.75,2160696.762,0.147,1699553.3,99.11,Very High,0.22,Very Low,2.117,1.958,Not Applicable,Not Applicable,Not Applicable,2117.516,Very Low,Relatively Moderate,Relatively High,2117.516,Very Low,Very Low,Very Low,2117.516,1276975000,13672,159000000000,160000000000,0.014,Very Low,5609.5,2745.806,8355.306,15.877,Very Low,16366.778,21.667,Very Low,190,5.571,2117.516,1277000684,13666,159000000000,160000000000,Relatively Low,74096.174,56867.389,132381.169,59.119,Relatively Low,258733.473,68.088,Relatively Low,2117.516,No Rating,No Expected Annual Losses,No Rating,0.005,2117.516,1277000684,13666,159000000000,160000000000,Relatively High,1340.155,2768.412,4108.567,10.893,Very Low,8143.25,16.356,Very Low,No Rating,No Expected Annual Losses,No Rating,712,32.363,2117.516,1277000684,13666,159000000000,160000000000,Very High,128.09,186086.752,186214.842,71.911,Relatively Moderate,365993.369,81.757,Relatively Moderate,Relatively Moderate,Very Low,Very Low,92,2.681,2117.516,1277000684,13666,159000000000,160000000000,Relatively Moderate,50525.937,203156.41,256703.038,44.479,Relatively Low,502833.605,58.988,Relatively Low,0.652,2117.516,1277000684,13666,159000000000,160000000000,Relatively Low,85267.936,330283.315,417827.975,32.227,Relatively Low,819856.887,40.153,Relatively Low,26.334,582174639.7,6492.645,75314679464,75914802985,Relatively Low,1757324.836,455411.066,2213256.239,92.682,Relatively Moderate,4330408.828,95.418,Relatively Moderate,79.009,4.892,2117.516,1277000684,13666,159000000000,160000000000,Relatively High,157071.186,96194.059,253276.973,86.258,Relatively High,495532.037,91.696,Relatively High
225,South Dakota,SD,Pennington,109015,19135216084,2812.569,27564710.44,85.46,Relatively Moderate,85.175,Relatively Moderate,25132181.13,13499309.79,0.981,11373970.04,57.26,Relatively Moderate,71.48,Relatively High,2.679,1.097,Not Applicable,Not Applicable,Not Applicable,2812.569,Relatively Low,Very High,Very High,2812.569,Very Low,Very Low,Very Low,2812.569,19134908000,109222,1270000000000,1290000000000,0.017,Very Low,61757.9,16575.944,78333.844,41.164,Very Low,96391.666,42.094,Very Low,202,5.912,2812.569,19135216084,109015,1260000000000,1280000000000,Relatively Moderate,3161169.855,598967.395,3814379.433,97.55,Relatively High,4469702.763,97.646,Relatively High,2812.569,No Rating,No Expected Annual Losses,No Rating,0.122,2812.569,19135216084,109015,1260000000000,1280000000000,Relatively High,6235.192,367182.408,373417.6,85.276,Relatively High,440187.633,85.61,Relatively High,Very Low,Relatively Moderate,Relatively Moderate,610,27.708,2812.569,19135216084,109015,1260000000000,1280000000000,Very High,10462.614,1314225.635,1324688.249,96.589,Relatively High,1537760.628,96.815,Relatively High,Very Low,Relatively Moderate,Relatively Moderate,102,2.992,2812.569,19135216084,109015,1260000000000,1280000000000,Very Low,104221.455,63931.467,206227.834,37.903,Relatively Low,241452.111,35.348,Relatively Low,0.551,2812.569,19135216084,109015,1260000000000,1280000000000,Very Low,705605.134,987690.762,1694823.88,66.749,Relatively Low,1981460.78,65.097,Relatively Low,93.842,3620324953,18032.461,209000000000,213000000000,Relatively Moderate,8688580.033,1046368.115,9735889.439,97.868,Relatively High,9543594.084,97.709,Relatively High,89.896,5.566,2812.569,19135216084,109015,1260000000000,1280000000000,Relatively Low,156010.804,164144.943,320174.04,88.889,Relatively High,371630.769,88.578,Relatively High
