state,abbrev,county,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
North Dakota,ND,Stutsman,2321.27,Very Low,Very High,Very High,2321.27,Very Low,Very Low,Very Low,104,3.057,2321.27,6316212160,21575,257000000000,Relatively High,1275265.668,1365817.926,92.742,Relatively Moderate,1406817.322,92.173,Relatively Moderate,2321.27,Relatively Low,Relatively Low,Relatively Low,0.785,2321.27,6316212160,21575,257000000000,Very High,1383554.085,1577372.155,96.736,Very High,1635998.418,96.236,Very High,Very Low,Relatively Low,Relatively Low,663,30.114,2321.27,6316212160,21575,257000000000,Very Low,684.169,9603.861,5.759,Very Low,10587.743,5.309,Very Low,Very Low,Very Low,Very Low,53,1.533,2321.27,6316212160,21575,257000000000,Relatively High,1186001.908,1314347.048,87.655,Relatively High,1356962.387,86.351,Relatively Moderate,1.059,2321.27,6316212160,21575,257000000000,Relatively Low,995163.2,1131233.979,55.118,Relatively Low,1166726.375,49.411,Relatively Low,130,8.05,2321.27,6316212160,21575,257000000000,Relatively High,896190.827,1172319.501,98.236,Very High,1229546.101,97.932,Very High
North Dakota,ND,Towner,1052.151,Very Low,Relatively Low,Relatively Low,1052.151,Very Low,Very Low,Very Low,79,2.306,1052.151,726990929,2161,25985100123,Relatively High,11023.07,63423.016,43.269,Relatively Low,73637.283,41.457,Very Low,1052.151,No Rating,No Expected Annual Losses,No Rating,0.489,1052.151,726990929,2161,25794590929,Very High,137378.99,149631.723,70.253,Relatively Moderate,173729.888,69.82,Relatively Moderate,No Rating,No Expected Annual Losses,No Rating,401,18.202,1052.151,726990929,2161,25794590929,Relatively High,1669.42,8831.575,5.18,Very Low,10253.899,5.148,Very Low,Relatively High,Very Low,Very Low,32,0.936,1052.151,726990929,2161,25985100123,Very High,84418.205,117806.745,26.334,Relatively Low,136779.502,23.576,Relatively Low,0.42,1052.152,726990929,2161,25985100123,Relatively Low,45588.242,51720.964,12.066,Very Low,60050.617,9.609,Very Low,100,6.192,1052.151,726990929,2161,25985100123,Relatively High,103200.342,123420.566,73.197,Relatively Moderate,143297.429,72.733,Relatively Moderate
North Dakota,ND,Traill,871.142,Relatively Low,Very High,Relatively High,871.142,Very Low,Very Low,Very Low,158,4.646,871.142,3926826620,7997,96951141317,Relatively High,93366.165,659002.459,85.639,Relatively Moderate,481120.698,79.383,Relatively Low,871.142,Relatively Low,Relatively Low,Relatively Low,0.609,871.142,3921330979,7980.646,96496826203,Very High,932119.101,991208.143,94.404,Relatively High,828354.825,92.372,Relatively High,Relatively High,Very Low,Very Low,434,19.716,871.142,3926826620,7997,96692026620,Very Low,2542.311,4660.685,2.252,Very Low,4093.874,1.673,Very Low,Relatively Low,Relatively Low,Relatively Low,86,2.529,871.142,3926826620,7997,96951141317,Very High,781466.761,924823.303,81.017,Relatively Moderate,765232.806,72.288,Relatively Moderate,0.66,871.142,3926826620,7997,96951141317,Relatively Moderate,682905.917,753914.177,43.952,Relatively Low,629346.327,34.553,Relatively Low,124.04,7.68,871.142,3926826620,7997,96951141317,Very High,691276.982,707365.35,95.636,Relatively High,587975.547,93.35,Relatively High
North Dakota,ND,Walsh,1307.096,Relatively Low,Very High,Very High,1307.096,Very Low,Relatively Low,Very Low,127,3.722,1307.096,7624612502,10553,130000000000,Very High,1246181.15,1414682.759,93.083,Relatively Moderate,1364676.985,91.664,Relatively Moderate,1307.096,Relatively Low,Very Low,Very Low,0.422,1307.096,7624515289,10552.42,130000000000,Very High,1373438.222,1423848.928,96.236,Very High,1374445.374,95.636,Relatively High,Relatively High,Relatively Low,Very Low,378,17.162,1307.096,7624612502,10553,130000000000,Relatively High,2531.227,39424.79,25.579,Very Low,42673.772,23.037,Very Low,Very Low,Relatively Low,Relatively Low,66,1.937,1307.096,7624612502,10553,130000000000,Relatively High,760633.208,848311.546,79.622,Relatively Moderate,831264.498,74.833,Relatively Moderate,0.869,1307.096,7624612502,10553,130000000000,Relatively Low,966119.561,1017505.694,51.489,Relatively Low,995087.939,44.957,Relatively Low,110.421,6.837,1307.096,7624612502,10553,130000000000,Very High,996641.524,1102866.367,97.895,Very High,1094725.27,97.391,Very High
North Dakota,ND,Ward,2076.736,Very Low,Very High,Very High,2076.736,Very Low,Relatively Low,Relatively Low,68,1.998,2076.736,18498801095,69879,829000000000,Relatively Low,34119.193,197268.999,66.842,Relatively Low,199754.825,63.029,Relatively Low,2076.736,Relatively Low,Relatively Moderate,Relatively Moderate,0.453,2076.736,18498800915,69878.998,829000000000,Very High,2325170.768,2681481.582,98.801,Very High,2731450.504,98.401,Very High,Very Low,Relatively Low,Relatively Low,448,20.354,2076.736,18498801095,69879,829000000000,Relatively Moderate,36584.636,247042.102,77.188,Relatively Moderate,253128.634,74.614,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,32,0.913,2076.736,18498801095,69879,829000000000,Relatively Moderate,39743.503,564722.944,69.045,Relatively Moderate,575117.359,63.474,Relatively Moderate,0.606,2076.736,18498801095,69879,829000000000,Relatively Low,1452389.305,2928597.029,78.66,Relatively Moderate,2983917.62,74.865,Relatively Moderate,102,6.316,2076.736,18498800915,69878.998,829000000000,Relatively High,561856.739,1985913.739,99.474,Very High,2027197.913,99.268,Very High
North Dakota,ND,Wells,1303.314,Very Low,Relatively Moderate,Relatively Moderate,1303.314,Very Low,Relatively Low,Very Low,92,2.68,1303.314,1275290092,3976,47635760997,Relatively High,88289.222,193301.718,66.253,Relatively Low,155455.898,57.811,Relatively Low,1303.314,Relatively Low,Relatively Low,Relatively Low,0.701,1303.314,1275290092,3976,47396890092,Very High,241906.199,277092.759,81.279,Relatively Moderate,245551.284,77.249,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,498,22.626,1303.314,1275290092,3976,47396890092,Relatively Moderate,3504.612,13643.197,8.43,Very Low,12035.198,6.178,Very Low,Relatively Moderate,Very Low,Very Low,44,1.266,1303.314,1275290092,3976,47635760997,Relatively High,137935.443,182565.238,34.895,Relatively Low,158802.475,26.09,Relatively Low,0.533,1303.314,1275290092,3976,47635760997,Relatively Low,124533.423,260638.904,25.62,Very Low,222749.572,19.981,Very Low,109,6.749,1303.314,1275290092,3976,47635760997,Very High,408672.732,553858.955,93.779,Relatively High,487875.529,91.6,Relatively High
North Dakota,ND,Williams,2112.949,Very Low,Very High,Very High,2112.949,Very Low,Relatively Low,Relatively Low,60,1.8,2112.949,16911067216,40917,492000000000,Relatively Moderate,262685.057,354177.575,77.916,Relatively Low,392145.464,76.392,Relatively Low,2112.949,Relatively Low,Relatively Low,Relatively Low,0.502,2112.949,16911067216,40917,492000000000,Very High,1836764.188,2087291.312,97.835,Very High,2293674.016,97.635,Very High,Relatively Low,Relatively Low,Relatively Low,470,21.915,2112.949,16911067216,40917,492000000000,Relatively Moderate,14918.657,135030.301,63.546,Relatively Low,156518.109,62.741,Relatively Low,Very Low,Very Low,Very Low,38,1.141,2112.949,16911067216,40917,492000000000,Relatively High,430100.6,927530.931,81.048,Relatively Moderate,1047371.106,80.91,Relatively Moderate,0.317,2169.49,16911067216,40917,492000000000,Relatively Moderate,978159.005,1737784.371,67.215,Relatively Low,1947877.6,64.556,Relatively Low,70.001,4.45,2112.949,16911067216,40917,492000000000,Relatively Moderate,460689.277,637727.359,94.955,Relatively High,708164.322,95.037,Relatively High
South Dakota,SD,Aurora,719.981,Relatively Low,Relatively Moderate,Relatively Moderate,719.981,Very Low,Very Low,Very Low,171,5.016,719.981,2013717579,2747,34037431575,Relatively High,91853.325,162933.262,63.275,Relatively Low,175979.681,60.706,Relatively Low,719.981,Very Low,Relatively Low,Very Low,0.462,719.981,2013717579,2747,33878917579,Very High,165982.634,198328.188,76.349,Relatively Moderate,214208.756,74.85,Relatively Moderate,Relatively High,Very Low,Very Low,637,28.922,719.981,2013717579,2747,33878917579,Relatively Moderate,374.728,8055.341,4.665,Very Low,8700.349,4.183,Very Low,Relatively Low,Very Low,Very Low,96,2.811,719.981,2013717579,2747,34037431575,Very High,531757.725,594500.458,70.223,Relatively Moderate,642103.396,67.038,Relatively Moderate,0.373,719.981,2013717579,2747,34037431575,Relatively High,396214.017,598294.968,38.896,Relatively Low,646201.741,34.935,Relatively Low,86,5.325,719.981,2013717579,2747,34037431575,Relatively High,83984.644,126316.343,73.414,Relatively Moderate,136430.766,71.429,Relatively Moderate
South Dakota,SD,Beadle,1277.58,Relatively Low,Very High,Very High,1277.58,Very Low,Very Low,Very Low,165,4.829,1277.58,5742769350,19129,228000000000,Relatively Low,5940.564,58896.968,41.873,Very Low,67177.401,39.612,Very Low,1277.58,Very Low,Relatively Low,Relatively Low,0.476,1277.58,5742769350,19129,228000000000,Relatively High,184462.793,286221.178,81.779,Relatively Moderate,325288.539,82.079,Relatively Moderate,Relatively High,Very Low,Very Low,751,34.112,1277.58,5742769350,19129,228000000000,Relatively Moderate,4905.926,68373.376,42.568,Relatively Low,82323.364,42.278,Relatively Low,Relatively Low,Relatively Low,Relatively Low,101,2.948,1277.58,5742769350,19129,228000000000,Relatively High,528637.299,1003476.713,82.909,Relatively Moderate,1156045.903,82.946,Relatively Moderate,0.688,1277.58,5742769350,19129,228000000000,Relatively Moderate,1208524.583,2029035.144,70.658,Relatively Moderate,2326995.05,69.36,Relatively Low,94,5.82,1277.58,5742769350,19129,228000000000,Relatively Low,52826.452,95776.601,67.564,Relatively Moderate,109731.104,65.956,Relatively Moderate
South Dakota,SD,Bennett,1202.469,Relatively Low,Relatively Moderate,Relatively Moderate,1202.469,Very Low,Very Low,Very Low,128,3.752,1202.469,526447035,3380,39810085853,Relatively High,59915.283,116674.041,56.39,Relatively Low,181425.369,61.343,Relatively Low,1202.469,Relatively Low,Relatively Low,Relatively Low,0.156,1202.469,526447035,3380,39734447035,Relatively High,8417.967,19102.05,29.813,Relatively Low,29538.581,34.644,Relatively Low,Relatively High,Relatively Low,Relatively Low,756,34.361,1202.469,526447035,3380,39734447035,Relatively High,1500.699,37884.111,24.646,Very Low,58682.953,30.792,Relatively Low,No Rating,No Expected Annual Losses,No Rating,81,2.362,1202.469,526447035,3380,39810085853,Relatively Moderate,20445.383,72101.519,19.324,Relatively Low,111690.54,20.585,Very Low,0.441,1202.469,526447035,3380,39810085853,Relatively Low,30127.427,103285.232,15.943,Very Low,160061.51,16.195,Very Low,88.006,5.449,1202.469,526447035,3380,39810085853,Relatively High,64669.725,91193.534,66.264,Relatively Moderate,141252.731,72.415,Relatively Moderate
South Dakota,SD,Bon Homme,587.49,Very Low,Relatively Low,Relatively Low,587.49,Very Low,Very Low,Very Low,208,6.109,587.49,2156272460,6996,83485198609,Relatively Moderate,106043.057,143312.211,60.918,Relatively Low,161851.065,59.052,Relatively Low,587.49,Very Low,Relatively Low,Relatively Low,0.821,587.49,2156272460,6996,83309872460,Relatively High,190748.612,221031.847,77.948,Relatively Moderate,249629.278,77.548,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,640,29.076,587.49,2156272460,6996,83309872460,Relatively Moderate,6467.954,26084.876,17.278,Very Low,29454.671,16.86,Very Low,Very High,Very Low,Very Low,100,2.917,587.49,2156272460,6996,83485198609,Relatively High,554162.172,665362.293,73.666,Relatively Moderate,751518.326,71.938,Relatively Moderate,0.393,587.49,2156272460,6996,83485198609,Relatively Moderate,412505.303,787758.765,45.068,Relatively Low,889698.228,42.221,Relatively Low,77,4.768,587.49,2156272460,6996,83485198609,Relatively Moderate,53239.6,93175.321,66.667,Relatively Moderate,105219.834,64.874,Relatively Moderate
South Dakota,SD,Brookings,813.062,Relatively Low,Very High,Very High,813.062,Very Low,Very Low,Very Low,184,5.407,813.062,10108198257,34375,409000000000,Relatively High,1323717.001,2294533.526,95.844,Relatively High,2190628.251,95.196,Relatively Moderate,813.062,Very Low,Relatively Low,Relatively Low,0.583,813.062,10108198257,34375,409000000000,Relatively Moderate,175260.369,309260.128,83.011,Relatively Moderate,303038.396,80.913,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,694,31.504,813.062,10108198257,34375,409000000000,Relatively Moderate,19935.561,116598.106,59.17,Relatively Low,114772.949,51.673,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,114,3.335,813.062,10108198257,34375,409000000000,Relatively High,1727639.124,2081758.173,93.269,Relatively High,2034154.592,92.141,Relatively High,0.499,813.062,10108198257,34375,409000000000,Relatively Moderate,2340259.354,5114431.549,87.686,Relatively Moderate,5016923.064,84.792,Relatively Moderate,114,7.059,813.062,10108198257,34375,409000000000,Relatively Moderate,31955.657,609576.005,94.677,Relatively High,600476.415,93.637,Relatively High
South Dakota,SD,Brown,1748.426,Very Low,Very High,Very High,1748.426,Very Low,Very Low,Very Low,143,4.189,1748.426,11298783181,38265,456000000000,Relatively High,988525.085,1812273.497,94.51,Relatively Moderate,1748857.048,93.605,Relatively Moderate,1748.426,Relatively Low,Relatively Moderate,Relatively Moderate,0.367,1748.426,11298783181,38265,455000000000,Relatively High,750837.347,948489.826,94.171,Relatively High,962146.019,93.504,Relatively High,Relatively High,Very Low,Very Low,663,30.094,1748.426,11298783181,38265,455000000000,Relatively Moderate,227.839,114544.202,58.687,Relatively Low,118312.337,53.024,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,92,2.684,1748.426,11298783181,38265,456000000000,Relatively High,1476660.307,2607871.756,95.627,Relatively High,2623301.257,94.209,Relatively High,0.803,1748.426,11298783181,38265,456000000000,Relatively Low,1465029.719,2558446.276,76.117,Relatively Moderate,2608235.644,71.906,Relatively Moderate,107,6.625,1748.426,11298783181,38265,456000000000,Relatively High,1240507.743,1985532.55,99.443,Very High,2022500.267,99.236,Very High
South Dakota,SD,Brule,855.022,Relatively Low,Relatively High,Relatively High,855.022,Very Low,Very Low,Very Low,157,4.59,855.022,2485355483,5033,61044327625,Relatively High,70045.614,269803.938,72.767,Relatively Low,278329.134,69.233,Relatively Low,855.022,Very Low,Relatively Low,Very Low,0.319,855.022,2485355483,5033,60868155483,Very High,162500.5,223036.729,78.015,Relatively Moderate,236282.145,76.682,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,653,29.661,855.022,2485355483,5033,60868155483,Relatively Moderate,7757.261,21432.757,14.607,Very Low,23223.023,13.385,Very Low,Very High,Very Low,Very Low,91,2.651,855.022,2485355483,5033,61044327625,Very High,511414.539,620104.401,71.34,Relatively Moderate,661754.517,68.311,Relatively Moderate,0.35,855.022,2485355483,5033,61044327625,Relatively High,348666.1,573234.605,38.12,Relatively Low,609396.326,33.98,Relatively Low,86,5.325,855.022,2485355483,5033,61044327625,Relatively Moderate,47786.639,87985.623,65.707,Relatively Moderate,94659.953,62.138,Relatively Moderate
South Dakota,SD,Buffalo,492.686,Relatively Low,Relatively Moderate,Relatively Moderate,492.686,Very Low,Very Low,Very Low,147,4.317,492.686,701316209,1948,23343437566,Relatively High,84111.159,123504.285,57.32,Relatively Low,244857.914,67.07,Relatively Low,492.686,Very Low,Very Low,Very Low,0.374,492.686,701316209,1948,23298116209,Relatively High,37882.754,47545.047,46.835,Relatively Low,94262.164,57.162,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,704,31.975,492.686,701316209,1948,23298116209,Relatively Moderate,1574.788,7375.443,4.247,Very Low,14622.454,7.529,Very Low,No Rating,No Expected Annual Losses,No Rating,93,2.727,492.686,701316209,1948,23343437566,Relatively High,122793.916,170165.297,33.002,Relatively Low,337367.401,45.848,Relatively Low,0.19,492.686,701316209,1948,23343437566,Relatively High,85039.865,160269.024,20.223,Very Low,317747.184,23.926,Very Low,95,5.882,492.686,701316209,1948,23343437566,Relatively High,80711.223,111194.611,70.659,Relatively Moderate,220452.922,80.815,Relatively Moderate
South Dakota,SD,Butte,2289.397,Relatively Low,Relatively High,Relatively High,2289.397,Very Low,Very Low,Very Low,164,4.796,2289.397,2367889460,10241,121000000000,Relatively High,936197.282,1223973.346,91.749,Relatively Moderate,1510521.418,92.619,Relatively Moderate,2289.397,Relatively Moderate,Very Low,Very Low,0.181,2289.397,2267660825,10216.992,121000000000,Relatively Low,3187.879,8519.683,19.687,Very Low,10467.249,19.254,Very Low,Relatively Low,Relatively Low,Relatively Low,608,27.629,2289.397,2367889460,10241,121000000000,Relatively High,6688.538,108065.372,56.371,Relatively Low,132181.074,57.046,Relatively Low,Relatively Low,Relatively Low,Relatively Low,86,2.527,2289.397,2367889460,10241,121000000000,Relatively High,105516.044,391519.076,57.01,Relatively Moderate,481040.947,57.397,Relatively Low,0.481,2289.397,2367889460,10241,121000000000,Relatively Low,133939.919,284289.023,26.644,Very Low,350287.464,25.103,Very Low,78.02,4.831,2289.397,2367889460,10241,121000000000,Relatively High,367358.666,375138.903,90.344,Relatively High,463985.246,90.837,Relatively High
South Dakota,SD,Campbell,745.398,Relatively Low,Relatively High,Relatively Moderate,745.398,Very Low,Very Low,Very Low,112,3.423,745.398,1429395191,1375,17489749081,Very High,321764.609,441418.742,80.583,Relatively Moderate,412255.723,77.028,Relatively Low,745.398,Relatively Low,Relatively Low,Relatively Low,0.695,745.398,1429395191,1375,17379395191,Relatively High,43851.421,55046.854,49.767,Relatively Low,51410.098,45.67,Relatively Low,Relatively High,Very Low,Very Low,467,22.127,745.398,1429395191,1375,17379395191,Relatively High,3821.577,12972.098,7.883,Very Low,12115.076,6.242,Very Low,Relatively Moderate,Very Low,Very Low,71,2.154,745.398,1429395191,1375,17489749081,Very High,276009.777,327878.929,51.644,Relatively Low,306217.095,42.444,Relatively Low,0.245,778.619,1429395191,1375,17489749081,Relatively High,124500.34,174285.776,21.216,Very Low,162771.314,16.513,Very Low,83,5.368,745.398,1429395191,1375,17489749081,Very High,123225.262,146861.632,76.323,Relatively Moderate,137158.988,71.651,Relatively Moderate
South Dakota,SD,Charles Mix,1161.848,Very Low,Relatively Low,Relatively Low,1161.848,Very Low,Very Low,Relatively Low,184,5.385,1161.848,3990390274,9373,113000000000,Relatively High,593367.258,961942.137,89.361,Relatively Moderate,1277820.65,90.996,Relatively Moderate,1161.848,Very Low,Relatively Low,Relatively Low,0.596,1161.848,3990201465,9372.421,113000000000,Relatively High,193298.749,226247.308,78.314,Relatively Moderate,315052.151,81.579,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,646,29.363,1161.848,3990390274,9373,113000000000,Relatively Moderate,250.547,25241.626,16.763,Very Low,34444.895,19.369,Very Low,Relatively Low,Relatively Low,Relatively Low,87,2.548,1161.848,3990390274,9373,113000000000,Relatively High,284404.299,438225.815,60.639,Relatively Moderate,581531.486,63.793,Relatively Moderate,0.606,1161.848,3990390274,9373,113000000000,Relatively Moderate,750460.535,1135557.596,55.211,Relatively Low,1532496.915,57.811,Relatively Low,87,5.387,1161.848,3990390274,9373,113000000000,Relatively Moderate,57151.588,101713.549,68.4,Relatively Moderate,135921.879,71.206,Relatively Moderate
South Dakota,SD,Clark,977.266,Relatively Low,Relatively High,Relatively High,977.266,No Rating,No Expected Annual Losses,No Rating,157,4.598,977.266,1199813522,3828,45911592378,Very High,114056.762,643511.713,85.36,Relatively Moderate,735387.678,85.205,Relatively Moderate,977.266,Relatively Low,Relatively Low,Relatively Low,0.495,977.266,1199813522,3828,45604613522,Relatively High,10555.749,51091.337,48.268,Relatively Low,58385.79,48.168,Relatively Low,Relatively High,Very Low,Very Low,666,30.253,977.266,1199813522,3828,45604613522,Relatively Moderate,3179.991,16201.483,10.714,Very Low,18514.614,10.071,Very Low,Relatively Low,Very Low,Very Low,105,3.082,977.266,1199813522,3828,45911592378,Relatively High,7969.627,317435.906,51.024,Relatively Low,362757.117,48.011,Relatively Low,0.513,977.266,1199813522,3828,45911592378,Relatively Moderate,193646.14,377089.56,30.552,Relatively Low,430927.69,27.967,Relatively Low,134,8.297,977.266,1199813522,3828,45911592378,Relatively Low,5686.516,23354.908,34.014,Relatively Low,26689.354,30.576,Relatively Low
South Dakota,SD,Clay,421.633,Very Low,Relatively Low,Relatively Low,421.633,Very Low,Very Low,Very Low,236,6.926,421.633,4232543984,14967,178000000000,Relatively Moderate,143099.597,393408.791,79.094,Relatively Low,433221.087,77.792,Relatively Low,421.633,Very Low,Relatively Low,Relatively Low,0.954,421.633,4232543984,14967,178000000000,Relatively Low,20804.879,96539.61,60.493,Relatively Moderate,120770.867,62.192,Relatively Moderate,Very Low,Relatively Low,Relatively Low,722,32.812,421.633,4232543984,14967,178000000000,Relatively Moderate,5005.841,54237.44,34.653,Relatively Low,68415.913,36.261,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,134,3.913,421.633,4232543984,14967,178000000000,Relatively Moderate,433686.602,753640.648,77.078,Relatively Moderate,921943.19,77.824,Relatively Moderate,0.35,421.633,4232543984,14967,178000000000,Relatively High,1470293.447,2489842.309,75.465,Relatively Moderate,3042208.014,75.342,Relatively Moderate,63,3.901,421.633,4232543984,14967,178000000000,Relatively Moderate,24762.792,69181.669,59.053,Relatively Moderate,85773.703,59.656,Relatively Low
South Dakota,SD,Codington,724.404,Very Low,Very High,Very High,724.404,Very Low,Very Low,Very Low,150,4.385,724.404,9313360489,28315,338000000000,Relatively High,845923.923,1258565.923,91.935,Relatively Moderate,1275110.325,90.9,Relatively Moderate,724.404,Relatively Low,Relatively Moderate,Relatively Moderate,0.54,724.404,9313360489,28315,338000000000,Relatively Moderate,51759.666,341995.604,84.144,Relatively Moderate,370411.057,83.544,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,582,26.433,724.404,9313360489,28315,338000000000,Relatively Moderate,21348.747,103759.867,54.794,Relatively Low,112194.834,51.255,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,99,2.886,724.404,9313360489,28315,338000000000,Relatively Moderate,234758.595,1010470.419,82.971,Relatively Moderate,1059956.856,81.228,Relatively Moderate,0.388,724.404,9313360489,28315,338000000000,Relatively Moderate,1572061.135,3241072.124,80.8,Relatively Moderate,3506654.285,78.715,Relatively Moderate,136,8.421,724.404,9313360489,28315,338000000000,Relatively Moderate,6523.365,667658.296,95.327,Relatively High,725310.009,95.132,Relatively High
South Dakota,SD,Corson,2507.465,Relatively Low,Relatively High,Relatively High,2507.465,Very Low,Very Low,Very Low,98,2.928,2507.465,815316436,3902,46212705074,Relatively High,163872.323,299719.054,74.876,Relatively Low,458009.849,78.492,Relatively Low,2507.465,Relatively Low,Relatively Low,Relatively Low,0.676,2507.465,815316436,3902,46078516436,Relatively Moderate,9878.41,39560.323,43.604,Relatively Low,61668.583,49.234,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,559,25.855,2507.465,815316436,3902,46078516436,Relatively High,2546.341,35465.965,23.584,Very Low,55296.698,28.861,Relatively Low,Very Low,Very Low,Very Low,70,2.076,2507.465,815316436,3902,46212705074,Relatively High,109209.862,194796.984,36.569,Relatively Low,301675.002,41.712,Relatively Low,0.618,2555.189,815316436,3902,46212705074,Relatively Low,64529.886,172865.433,21.123,Very Low,271545.824,22.24,Very Low,83,5.237,2507.465,815316436,3902,46212705074,Relatively High,29078.049,105212.646,69.452,Relatively Moderate,164393.342,75.597,Relatively Moderate
South Dakota,SD,Custer,1574.802,Very Low,Relatively Moderate,Relatively Moderate,1574.802,Very Low,Very Low,Very Low,216,6.33,1574.802,2555757500,8303,98901106799,Relatively High,424090.696,489786.611,81.669,Relatively Moderate,587893.606,82.437,Relatively Moderate,1574.802,No Rating,No Expected Annual Losses,No Rating,0.015,1574.802,2555757500,8303,98870557500,Relatively High,3246.248,5248.994,13.491,Very Low,6303.162,13.091,Very Low,Relatively Low,Relatively Low,Relatively Low,730,33.173,1574.802,2555757500,8303,98870557500,Relatively High,11382.884,68892.774,42.664,Relatively Low,82574.902,42.439,Relatively Low,Relatively Low,Relatively Low,Relatively Low,88,2.577,1574.802,2555757500,8303,98901106799,Very Low,23707.826,41024.698,14.051,Very Low,48575.024,11.359,Very Low,0.373,1574.802,2555757500,8303,98901106799,Relatively Low,154431.887,353357.03,29.653,Relatively Low,424001.435,27.808,Very Low,81.969,5.075,1574.802,2555757500,8303,98901106799,Relatively Moderate,139173.564,143176.015,75.859,Relatively Moderate,172883.976,76.519,Relatively Moderate
